Serial No.,CustomerID,Age,Gender,City_Tier,Loan_Type,Credit_Score,Monthly_Income,Loan_Amount,Tenure_Months,EMI,DTI_Ratio,Default
265,CUST00265,36,Male,Tier 2,Home,580,108435,1918298,60,43647.17451458909,0.4025192466877769,0
266,CUST00266,23,Male,Tier 1,Personal,587,53907,1290143,60,29354.71791649447,0.544543712625345,1
267,CUST00267,40,Female,Tier 1,Personal,824,78917,1896892,36,63913.788003428526,0.8098861842623075,0
268,CUST00268,44,Female,Tier 1,Personal,773,69936,1543452,24,73378.52115779037,1.0492238783715164,1
269,CUST00269,53,Male,Tier 2,Personal,566,41178,704325,12,62908.390215678024,1.5277184471241445,1
270,CUST00270,44,Male,Tier 2,Auto,656,145614,730565,48,19599.229537628467,0.13459715094447283,0
271,CUST00271,31,Female,Tier 1,Personal,300,114423,1948747,48,52280.00214048696,0.45690116620335913,1
272,CUST00272,28,Female,Tier 2,MSME,326,23000,1000289,60,22759.648682333922,0.9895499427101705,0
273,CUST00273,56,Female,Tier 1,Personal,847,123407,1744975,24,82959.29187128285,0.6722413791055843,0
274,CUST00274,58,Male,Tier 2,Personal,459,147157,1886276,84,34315.06385767533,0.2331867587520494,0
275,CUST00275,60,Male,Tier 3,MSME,698,64325,903144,12,80666.36165541234,1.2540437101502113,0
276,CUST00276,40,Male,Tier 2,Personal,842,126868,461232,60,10494.44538633359,0.08271940431262091,1
277,CUST00277,55,Female,Tier 3,Personal,426,141190,1160515,84,21112.046345704497,0.1495293317211169,1
278,CUST00278,45,Female,Tier 3,Personal,509,78902,1176857,24,55949.926705977065,0.709106571518809,1
279,CUST00279,55,Male,Tier 2,Personal,449,19834,258569,12,23094.678663511375,1.1643984402294734,1
280,CUST00280,45,Male,Tier 2,Home,330,100733,938349,48,25173.55394441854,0.24990374499338391,1
281,CUST00281,49,Female,Tier 3,Auto,601,27008,747072,48,20042.071012346845,0.7420790511088139,0
282,CUST00282,38,Male,Tier 1,Personal,556,93498,177744,60,4044.2222151725764,0.043254638764172244,0
283,CUST00283,38,Female,Tier 1,Auto,356,62229,1203470,24,57215.157230523524,0.9194291605284276,0
284,CUST00284,22,Female,Tier 3,Home,308,127892,298160,48,7998.886175684987,0.06254406980643815,1
285,CUST00285,55,Male,Tier 2,Personal,304,66125,1498560,84,27261.748595941397,0.4122759712051629,0
286,CUST00286,36,Female,Tier 1,Home,413,100702,240286,24,11423.634382488615,0.11343999505956799,0
287,CUST00287,61,Male,Tier 2,MSME,504,99164,1510764,60,34374.52364458424,0.3466431733752596,0
288,CUST00288,56,Female,Tier 2,Home,323,28767,541841,84,9857.151612864005,0.3426548341107521,0
289,CUST00289,53,Female,Tier 2,Personal,792,60052,1302810,84,23700.67177041854,0.39466914957734195,0
290,CUST00290,24,Male,Tier 2,MSME,705,114427,637700,36,21486.633192499296,0.1877759024749342,0
291,CUST00291,53,Female,Tier 2,Personal,402,145591,1274929,24,60612.44833087166,0.4163200220540532,1
292,CUST00292,34,Male,Tier 2,Home,359,115547,733763,72,14729.635658596462,0.12747743912517384,0
293,CUST00293,41,Male,Tier 2,Auto,385,83125,1193144,24,56724.24037047518,0.6823968766372954,0
294,CUST00294,40,Female,Tier 2,Personal,671,65281,1390946,60,31648.29593857139,0.4848010284550082,0
295,CUST00295,28,Male,Tier 2,MSME,895,90285,886417,72,17794.02811478107,0.19708731367094282,0
296,CUST00296,27,Male,Tier 2,Personal,501,38423,734143,36,24736.17900555278,0.6437857274432705,1
297,CUST00297,23,Male,Tier 1,Personal,388,99693,1565731,48,42004.64197324065,0.4213399333277226,1
298,CUST00298,37,Male,Tier 2,MSME,736,103860,1992760,12,177987.8943473461,1.7137290039220692,0
299,CUST00299,53,Male,Tier 3,Personal,419,16706,538371,60,12249.594687891995,0.7332452225483057,0
300,CUST00300,32,Male,Tier 1,Home,455,66753,558062,12,49844.57751825039,0.7467016840928556,0
301,CUST00301,42,Female,Tier 1,Auto,698,108755,249227,36,8397.44257592445,0.0772143126837796,0
302,CUST00302,42,Male,Tier 2,MSME,487,56334,572100,72,11484.395588606998,0.20386259787352218,0
303,CUST00303,50,Female,Tier 3,Personal,351,82148,1165459,36,39268.919607804666,0.4780264840021019,0
304,CUST00304,58,Female,Tier 1,Home,830,117601,1220077,24,58004.68427824993,0.49323291705215033,1
305,CUST00305,58,Male,Tier 1,Auto,779,65627,1912796,12,170845.72771233175,2.603284131719136,0
306,CUST00306,28,Female,Tier 1,Auto,886,30546,673502,12,60155.36382641476,1.9693368633017339,1
307,CUST00307,47,Female,Tier 2,Home,529,89581,1105742,36,37256.81787602408,0.4159008927788714,0
308,CUST00308,47,Male,Tier 1,Auto,780,58347,478435,72,9604.154524445357,0.16460408460495582,0
309,CUST00309,54,Male,Tier 1,MSME,429,56221,770801,12,68845.84543589229,1.2245574684885059,0
310,CUST00310,41,Male,Tier 2,Personal,354,113203,1995307,84,36298.55181355571,0.32065008713157517,0
311,CUST00311,50,Female,Tier 3,Home,570,30948,312547,48,8384.853359108585,0.2709336098975244,0
312,CUST00312,53,Female,Tier 2,Personal,399,40118,518785,36,17479.91689002783,0.43571257016869813,1
313,CUST00313,48,Male,Tier 1,MSME,368,118729,77224,24,3671.369707570565,0.0309222658960369,0
314,CUST00314,53,Male,Tier 2,Personal,598,141677,788970,24,37509.07176761045,0.2647506071388471,1
315,CUST00315,25,Female,Tier 3,Auto,828,32021,53485,24,2542.7743811433193,0.07940958686934572,0
316,CUST00316,39,Female,Tier 2,Home,653,63215,1472775,12,131544.25073637196,2.0809024873269313,0
317,CUST00317,24,Female,Tier 3,Personal,451,16223,1435704,36,48374.5416669343,2.981849329158251,1
318,CUST00318,55,Female,Tier 3,Personal,629,105162,639779,24,30416.259713816802,0.28923241963653035,0
319,CUST00319,37,Male,Tier 1,Home,415,111453,529424,36,17838.38684539085,0.16005299853203458,0
320,CUST00320,64,Female,Tier 2,Personal,841,36526,915378,12,81759.06920646991,2.2383800363157724,1
321,CUST00321,48,Female,Tier 1,MSME,622,53829,1374982,48,36887.32395900086,0.6852686090954849,0
322,CUST00322,50,Female,Tier 2,Home,862,66862,929728,48,24942.274102318395,0.37304110110852795,0
323,CUST00323,49,Female,Tier 1,Personal,871,142048,518586,48,13912.363785564043,0.09794128594252677,1
324,CUST00324,26,Male,Tier 1,Personal,528,45796,541031,12,48323.414995603576,1.0551885534894658,1
325,CUST00325,55,Male,Tier 3,Auto,659,31818,471144,24,22399.044461613314,0.7039739915020842,0
326,CUST00326,61,Female,Tier 1,MSME,304,39488,833335,12,74431.21195525084,1.8849071098878352,0
327,CUST00327,57,Female,Tier 3,Home,327,98904,959236,36,32320.451743829784,0.3267860930177726,0
328,CUST00328,44,Male,Tier 1,Personal,663,111931,1292827,48,34683.311033848586,0.3098633178819861,0
329,CUST00329,49,Male,Tier 1,Personal,761,90520,1869146,36,62978.915611145196,0.6957458640206053,1
330,CUST00330,51,Female,Tier 3,MSME,530,83334,791725,12,70714.72011288494,0.8485698527957969,0
331,CUST00331,55,Female,Tier 2,Personal,694,126587,531595,60,12095.419864944331,0.09555025290862673,0
332,CUST00332,53,Male,Tier 2,Home,570,92240,1227292,60,27924.66452259194,0.30273920774709384,0
333,CUST00333,41,Male,Tier 1,Auto,603,49261,1220350,84,22200.562472678495,0.4506721843380868,0
334,CUST00334,52,Male,Tier 2,Home,682,132367,346856,12,30980.232984274608,0.2340480103369768,0
335,CUST00335,43,Male,Tier 2,Personal,857,30707,1577283,24,74986.90855778028,2.4420135004324837,0
336,CUST00336,53,Male,Tier 2,Auto,327,33009,1657192,72,33266.646555278465,1.007805342642263,1
337,CUST00337,23,Male,Tier 2,Personal,818,67169,212704,36,7166.838366908218,0.10669860154101174,1
338,CUST00338,38,Female,Tier 3,Home,498,33231,873947,12,78058.5651564564,2.348968287335813,1
339,CUST00339,45,Male,Tier 2,Auto,381,18246,374218,12,33424.132282299506,1.8318608068781927,0
340,CUST00340,62,Male,Tier 3,Personal,387,44825,253762,60,5773.865321848407,0.12880904231675197,0
341,CUST00341,51,Male,Tier 2,Personal,689,16316,246019,48,6600.073712288185,0.40451542732827805,1
342,CUST00342,23,Male,Tier 2,Personal,879,98870,1519962,48,40776.774313678914,0.41242818158874195,1
343,CUST00343,60,Female,Tier 1,Personal,750,111608,883289,72,17731.23631369531,0.15887065724406235,0
344,CUST00344,44,Female,Tier 1,Home,732,129911,1934752,24,91981.63633665138,0.7080357809319564,1
345,CUST00345,52,Male,Tier 3,MSME,673,148098,1981707,24,94213.96261629212,0.6361595876804016,0
346,CUST00346,42,Female,Tier 1,MSME,734,30289,1831557,72,36766.86790960019,1.2138686622074082,1
347,CUST00347,43,Female,Tier 1,MSME,486,117082,273852,24,13019.423199492572,0.11119918689032107,0
348,CUST00348,22,Female,Tier 1,Auto,689,63886,55327,84,1006.5067561977163,0.01575473118050459,0
349,CUST00349,47,Female,Tier 1,Personal,517,80020,766606,84,13946.068254951588,0.1742822826162408,0
350,CUST00350,62,Female,Tier 3,MSME,407,54279,1181251,60,26877.090286562812,0.49516553891123294,0
351,CUST00351,22,Female,Tier 3,Personal,849,121061,1321059,12,117993.39093448817,0.9746606333541616,1
352,CUST00352,46,Male,Tier 2,Auto,648,100643,345408,24,16421.325856631796,0.16316411331768524,0
353,CUST00353,37,Male,Tier 1,Personal,821,114827,390740,60,8890.53576130014,0.07742548147474147,0
354,CUST00354,60,Male,Tier 2,Auto,325,143089,724165,84,13173.983138466194,0.09206845486701419,0
355,CUST00355,53,Male,Tier 2,Personal,347,80200,805262,36,27132.459178074903,0.3383099648139015,0
356,CUST00356,29,Male,Tier 3,Personal,669,110502,1651719,12,147527.0413213353,1.3350621827780067,1
357,CUST00357,63,Female,Tier 2,MSME,313,97536,1889135,72,37922.694739176855,0.3888071557084241,0
358,CUST00358,59,Male,Tier 1,MSME,486,34005,171704,36,5785.386334773247,0.1701334019930377,1
359,CUST00359,49,Male,Tier 2,Personal,823,125737,1399039,48,37532.71302771717,0.29850173797463886,1
360,CUST00360,62,Female,Tier 3,Personal,578,99013,1954134,48,52424.52186086667,0.529471098349375,0
361,CUST00361,46,Female,Tier 2,Auto,640,60176,849405,12,75866.54057593865,1.2607441600627933,0
362,CUST00362,55,Male,Tier 2,MSME,627,130754,1312029,24,62376.24994890321,0.4770504148928768,0
363,CUST00363,45,Female,Tier 1,MSME,324,146777,1595062,12,142466.5924313347,0.9706329495175313,1
364,CUST00364,44,Female,Tier 2,Home,828,66510,1277735,24,60745.85068505485,0.9133340954000128,0
365,CUST00365,33,Female,Tier 2,Personal,725,61293,500927,72,10055.661298748711,0.1640588859861438,0
366,CUST00366,27,Female,Tier 1,Auto,328,133222,77281,48,2073.255710166057,0.015562412440633356,0
367,CUST00367,56,Male,Tier 2,Home,622,141947,1077323,84,19598.62053079314,0.13806998760659359,0
368,CUST00368,40,Female,Tier 1,Personal,612,59420,197621,84,3595.1139889484143,0.06050343300148796,0
369,CUST00369,21,Male,Tier 1,Auto,883,112391,176566,12,15770.394103320776,0.14031723272611488,0
370,CUST00370,28,Male,Tier 1,Personal,569,74278,1946434,12,173850.1822327236,2.3405339701220225,1
371,CUST00371,36,Female,Tier 1,MSME,594,75216,1650487,72,33132.04967986925,0.44049204530777025,1
372,CUST00372,34,Female,Tier 2,Personal,522,88699,805392,84,14651.661745397203,0.16518406910334055,0
373,CUST00373,32,Female,Tier 1,Personal,374,15209,663904,24,31563.20618376319,2.0752979277903343,0
374,CUST00374,43,Male,Tier 1,Personal,401,77485,185769,48,4983.71708468884,0.0643184756364308,0
375,CUST00375,35,Female,Tier 3,Personal,831,84498,1376450,48,36926.70672297291,0.43701278992370124,1
376,CUST00376,48,Female,Tier 2,Personal,472,66542,1257893,24,59802.52584125481,0.8987184911973611,0
377,CUST00377,54,Female,Tier 2,MSME,303,45545,81313,72,1632.2857166516358,0.03583896622355112,1
378,CUST00378,22,Female,Tier 2,MSME,778,50212,789453,24,37532.03446792067,0.7474714105775645,1
379,CUST00379,52,Female,Tier 2,MSME,694,124079,902005,72,18106.943266739127,0.14593076400308777,0
380,CUST00380,43,Male,Tier 1,MSME,466,56100,1152171,24,54776.30927355855,0.9764047998851791,1
381,CUST00381,42,Female,Tier 3,Personal,599,142215,1652772,48,44339.73404332985,0.31177958754934326,0
382,CUST00382,45,Female,Tier 1,Personal,417,67016,1990798,48,53408.12517031568,0.7969458811375744,1
383,CUST00383,42,Female,Tier 2,MSME,811,34301,876080,12,78249.07890554957,2.281247745125494,1
384,CUST00384,42,Male,Tier 1,Home,474,98717,435757,84,7927.275372972477,0.08030304175544715,1
385,CUST00385,62,Female,Tier 2,Home,458,24168,1660153,84,30201.442529360116,1.2496459173022225,1
386,CUST00386,26,Male,Tier 2,Personal,683,83109,243782,72,4893.705515437496,0.058882979165162566,0
387,CUST00387,35,Male,Tier 2,Auto,526,33973,189911,48,5094.836572680815,0.1499672261113477,0
388,CUST00388,63,Female,Tier 1,Personal,337,108059,146541,72,2941.679451057609,0.02722290092502808,0
389,CUST00389,57,Female,Tier 2,MSME,762,114017,1822774,72,36590.557043571986,0.32092194184702266,0
390,CUST00390,53,Female,Tier 3,Home,730,96115,713871,36,24053.13521054205,0.2502537086879472,0
391,CUST00391,28,Male,Tier 3,MSME,403,90406,1185103,36,39930.80360095733,0.44168311396320303,0
392,CUST00392,64,Male,Tier 1,Home,492,24109,704856,24,33510.13890240545,1.3899431292216786,0
393,CUST00393,64,Male,Tier 1,Personal,549,41842,416816,84,7582.701395183315,0.18122225025532515,0
394,CUST00394,25,Male,Tier 3,Personal,312,112969,945481,72,18979.68506469452,0.16800790539612212,1
395,CUST00395,59,Male,Tier 2,Personal,866,122055,705160,24,33524.59161647234,0.2746679088646294,1
396,CUST00396,24,Male,Tier 2,Personal,896,61408,1042954,24,49583.93403591566,0.8074507236176991,0
397,CUST00397,26,Female,Tier 3,MSME,854,123407,1239596,12,110717.33770318193,0.897172264970236,0
398,CUST00398,52,Female,Tier 3,Personal,687,51530,618926,36,20854.06293758949,0.40469751479894217,1
399,CUST00399,50,Male,Tier 2,Auto,370,125047,1847826,36,62260.560554435004,0.49789727506005743,1
400,CUST00400,55,Female,Tier 2,Personal,870,74730,1759809,48,47211.26872131078,0.6317579114319655,0
401,CUST00401,60,Female,Tier 1,MSME,737,90623,1785397,36,60157.08082482149,0.6638169209231817,0
402,CUST00402,36,Male,Tier 2,Personal,343,92658,1302682,48,34947.69600588165,0.3771686849045052,0
403,CUST00403,33,Male,Tier 1,Home,571,45898,1449812,72,29103.678617565965,0.6340947016768915,1
404,CUST00404,62,Female,Tier 1,Personal,313,78908,541358,12,48352.62174476132,0.6127721111263917,1
405,CUST00405,50,Male,Tier 1,Personal,670,96377,1125667,24,53516.26080767424,0.5552804176066306,1
406,CUST00406,39,Male,Tier 1,Home,411,106118,1956179,24,93000.31496925412,0.8763858626175967,1
407,CUST00407,37,Female,Tier 2,Personal,678,72392,758359,72,15223.378350254177,0.2102908933342659,0
408,CUST00408,39,Male,Tier 2,Personal,613,90578,1877753,48,50375.410897005015,0.5561550365100246,1
409,CUST00409,48,Female,Tier 2,Home,714,41505,1918540,60,43652.680758265786,1.0517451092221608,1
410,CUST00410,46,Female,Tier 1,Auto,784,103830,465906,72,9352.646060313813,0.0900765295224291,0
411,CUST00411,57,Female,Tier 3,Personal,468,99052,1377756,48,36961.743432610165,0.37315494318751935,0
412,CUST00412,46,Female,Tier 1,MSME,545,21932,1405760,72,28219.37413501167,1.2866758223149584,1
413,CUST00413,43,Female,Tier 2,Auto,565,98445,499412,12,44606.11929775628,0.45310700693540845,0
414,CUST00414,29,Male,Tier 3,Personal,542,44105,1015415,72,20383.547538202016,0.46215956327405094,0
415,CUST00415,32,Male,Tier 2,Home,599,122083,225634,72,4529.400654150937,0.037100994029888985,0
416,CUST00416,21,Male,Tier 2,MSME,626,45382,1895329,36,63861.124356447384,1.4071906120586881,1
417,CUST00417,21,Male,Tier 3,Personal,829,102892,79152,48,2123.4499549832913,0.020637658466968193,0
418,CUST00418,54,Female,Tier 1,MSME,894,34589,1708748,12,152620.71623790066,4.4124061475584915,0
419,CUST00419,52,Female,Tier 2,Auto,641,135829,1447251,84,26328.33714847906,0.1938344326210092,1
420,CUST00420,45,Male,Tier 2,Home,853,104452,1415631,24,67301.67785271193,0.6443311554849303,1
421,CUST00421,60,Female,Tier 1,Auto,548,149923,926730,60,21085.95538227384,0.14064523376849344,0
422,CUST00422,21,Male,Tier 3,Home,679,56971,443361,60,10087.825217960259,0.17706947776869386,0
423,CUST00423,36,Male,Tier 3,MSME,831,19659,644925,48,17301.722789286425,0.8800917030004795,0
424,CUST00424,59,Male,Tier 2,MSME,680,19398,185319,72,3720.1131027531205,0.19177817830462524,0
425,CUST00425,25,Female,Tier 1,Home,341,21242,1042618,36,35129.92084976827,1.6537953511801275,1
426,CUST00426,42,Female,Tier 1,Home,644,145014,381868,72,7665.658406974615,0.05286150583374443,0
427,CUST00427,49,Female,Tier 2,Home,898,66175,540526,48,14500.959045473248,0.21913047291988286,0
428,CUST00428,23,Female,Tier 1,Auto,560,28937,768649,60,17489.126842369842,0.604386316562527,1
429,CUST00429,32,Male,Tier 2,Personal,605,27343,1535339,60,34933.68041464605,1.277609641028638,0
430,CUST00430,46,Female,Tier 2,MSME,539,71875,1618684,72,32493.632911988694,0.45208532747114705,1
431,CUST00431,36,Female,Tier 2,Home,612,61803,1029545,72,20667.194644769083,0.33440439209697076,0
432,CUST00432,57,Female,Tier 2,Personal,740,74937,1860480,72,37347.47125448619,0.49838492673160373,1
433,CUST00433,42,Male,Tier 2,Personal,432,92069,555710,24,26419.466230628288,0.2869528965300838,1
434,CUST00434,49,Male,Tier 1,Auto,350,30438,1511505,36,50928.57692273584,1.6731906473071765,1
435,CUST00435,34,Female,Tier 1,Personal,691,94504,618837,36,20851.064175861196,0.22063684262953098,0
436,CUST00436,48,Female,Tier 2,Home,822,32490,224620,84,4086.2788074020095,0.12577035418288735,0
437,CUST00437,25,Female,Tier 2,MSME,807,81254,495849,84,9020.46683452711,0.11101566488452395,0
438,CUST00438,50,Female,Tier 2,Auto,653,120380,1981419,60,45083.371238213556,0.37450881573528455,0
439,CUST00439,25,Male,Tier 2,Auto,694,51763,271958,60,6187.880238961108,0.1195425349952883,0
440,CUST00440,32,Female,Tier 3,Personal,395,80841,447857,48,12014.881828493935,0.14862361708160382,1
441,CUST00441,36,Female,Tier 1,Personal,405,56347,1431815,48,38412.0110331312,0.6817046343750546,0
442,CUST00442,46,Female,Tier 1,Personal,812,56684,427481,84,7776.718684298008,0.13719424677683312,0
443,CUST00443,46,Male,Tier 1,Personal,857,45711,979135,24,46549.86246014329,1.0183514353250485,0
444,CUST00444,41,Male,Tier 2,Personal,541,29177,1527608,60,34757.77640694115,1.1912731400397967,1
445,CUST00445,59,Female,Tier 2,Personal,787,140220,1624887,48,43591.64932033222,0.31088039737792195,0
446,CUST00446,56,Female,Tier 3,Personal,814,46391,1517448,24,72142.24360320029,1.5550913669289363,0
447,CUST00447,53,Female,Tier 2,MSME,360,30788,1053694,36,35503.11506215674,1.1531478193502904,0
448,CUST00448,50,Female,Tier 3,MSME,715,66055,1579045,60,35928.12622511692,0.543912288624887,1
449,CUST00449,57,Female,Tier 3,Auto,593,129187,1657706,12,148061.78385102155,1.1461043591926552,1
450,CUST00450,43,Male,Tier 1,MSME,601,133071,1065590,60,24245.447105194802,0.182199330471664,0
451,CUST00451,30,Male,Tier 2,Home,469,145101,1153765,48,30952.62579986984,0.21331779794673944,1
452,CUST00452,25,Male,Tier 2,Auto,340,101462,1488838,60,33875.63976501658,0.3338751430586484,1
453,CUST00453,56,Female,Tier 1,Auto,530,28376,1864674,84,33922.081065415085,1.1954497133286963,0
454,CUST00454,54,Male,Tier 2,Home,708,62606,358067,12,31981.568962279034,0.5108387209257744,0
455,CUST00455,51,Male,Tier 2,MSME,596,93393,1395800,84,25392.3424422212,0.27188699840695985,1
456,CUST00456,30,Male,Tier 1,Home,754,77996,1102050,60,25075.024148387216,0.32149115529497946,0
457,CUST00457,39,Female,Tier 2,Personal,356,16283,1223761,84,22262.61525966117,1.367230563143227,0
458,CUST00458,52,Female,Tier 2,Home,539,95456,522923,48,14028.7146352553,0.14696524718462226,0
459,CUST00459,21,Male,Tier 1,Home,897,80783,708620,36,23876.208268572762,0.29555981170014434,0
460,CUST00460,25,Female,Tier 2,MSME,475,111382,1027722,48,27571.207734932006,0.24753737349780042,0
461,CUST00461,24,Male,Tier 1,Personal,362,87178,955958,24,45447.98563801075,0.5213240225516845,0
462,CUST00462,36,Male,Tier 2,Personal,850,32365,1104194,84,20087.456777938096,0.6206536931233769,1
463,CUST00463,44,Male,Tier 1,Auto,437,127255,751125,48,20150.802853204274,0.15834979256771264,0
464,CUST00464,36,Male,Tier 3,Personal,753,131829,831550,24,39533.4025734267,0.29988396008030627,0
